ID_taxis,yellow,payment_type,total_amount,PU_ID_borough,DO_ID_borough,pickup_year,pickup_month,pickup_day,pickup_hour
1100,0,1.0,14.95,3,3,2022,12,20,14
1101,0,1.0,0.0,1,1,2022,12,20,14
1102,0,1.0,16.3,3,3,2022,12,20,15
1103,0,2.0,14.7,1,1,2022,12,20,16
1104,0,1.0,16.4,5,5,2022,12,20,16
1105,0,2.0,29.35,3,3,2022,12,20,16
1106,0,2.0,25.9,1,1,2022,12,20,17
1107,0,2.0,21.7,1,1,2022,12,20,19
1108,0,1.0,20.52,3,3,2022,12,20,20
1109,0,1.0,14.31,5,5,2022,12,20,20
1110,0,1.0,23.5,3,2,2022,12,20,20
1111,0,2.0,4.5,5,5,2022,12,21,7
1112,0,2.0,10.8,3,3,2022,12,21,9
1113,0,1.0,22.15,3,3,2022,12,21,10
1114,0,2.0,17.75,3,3,2022,12,21,10
1115,0,2.0,10.1,3,3,2022,12,21,10
1116,0,2.0,12.9,3,3,2022,12,21,11
1117,0,2.0,8.7,1,1,2022,12,21,12
1118,0,1.0,7.92,1,1,2022,12,21,12
1119,0,2.0,10.1,1,1,2022,12,21,13
1120,0,1.0,8.16,3,3,2022,12,21,13
1121,0,1.0,33.05,3,3,2022,12,21,15
1122,0,2.0,34.25,3,3,2022,12,21,16
1123,0,1.0,13.3,1,1,2022,12,21,18
1124,0,2.0,20.3,1,1,2022,12,21,19
1125,0,1.0,42.78,3,3,2022,12,21,19
1126,0,1.0,48.54,3,3,2022,12,21,20
1127,0,2.0,11.1,1,1,2022,12,21,20
1128,0,1.0,18.36,3,3,2022,12,21,20
1129,0,2.0,17.05,3,3,2022,12,22,8
1130,0,2.0,84.3,5,5,2022,12,22,10
1131,0,1.0,12.62,3,3,2022,12,22,10
1132,0,1.0,39.71,3,3,2022,12,22,10
1133,0,1.0,45.66,1,3,2022,12,22,10
1134,0,2.0,8.7,3,3,2022,12,22,10
1135,0,2.0,9.4,1,1,2022,12,22,10
1136,0,2.0,125.15,3,5,2022,12,22,12
1137,0,2.0,10.1,3,3,2022,12,22,12
1138,0,2.0,14.3,1,1,2022,12,22,15
1139,0,2.0,10.1,1,1,2022,12,22,15
1140,0,1.0,15.35,3,3,2022,12,22,16
1141,0,2.0,24.0,3,2,2022,12,22,16
1142,0,1.0,17.5,3,3,2022,12,22,17
1143,0,2.0,13.3,3,3,2022,12,22,17
1144,0,2.0,39.2,5,5,2022,12,22,19
1145,0,1.0,10.79,3,3,2022,12,23,10
1146,0,1.0,15.0,2,2,2022,12,23,12
1147,0,2.0,47.9,1,5,2022,12,23,15
1148,0,2.0,13.3,3,3,2022,12,23,16
1149,0,1.0,23.81,3,3,2022,12,23,16
1150,0,1.0,34.38,5,3,2022,12,23,17
1151,0,2.0,16.8,1,1,2022,12,23,17
1152,0,2.0,20.3,5,5,2022,12,23,18
1153,0,2.0,11.9,1,1,2022,12,23,19
1154,0,2.0,16.4,3,3,2022,12,24,8
1155,0,1.0,29.7,5,3,2022,12,24,10
1156,0,1.0,19.62,3,3,2022,12,24,11
1157,0,2.0,8.8,3,3,2022,12,24,20
1158,0,1.0,17.1,3,3,2022,12,25,12
1159,0,2.0,6.5,3,3,2022,12,25,15
1160,0,1.0,15.5,3,3,2022,12,25,16
1161,0,1.0,19.4,3,3,2022,12,25,16
1162,0,3.0,0.0,3,3,2022,12,25,19
1163,0,1.0,10.81,3,3,2022,12,26,8
1164,0,1.0,37.06,3,3,2022,12,26,10
1165,0,1.0,28.31,5,3,2022,12,26,10
1166,0,2.0,26.9,1,1,2022,12,26,17
1167,0,1.0,30.54,3,3,2022,12,26,18
1168,0,2.0,12.9,2,2,2022,12,26,19
1169,0,1.0,30.12,5,5,2022,12,26,20
1170,0,2.0,23.0,1,1,2022,12,26,20
1171,0,1.0,27.54,3,3,2022,12,26,20
1172,0,1.0,10.8,3,3,2022,12,26,20
1173,0,5.0,40.49,5,1,2022,12,20,6
1174,0,5.0,48.19,3,1,2022,12,20,7
1175,0,5.0,82.58,1,5,2022,12,21,8
1176,0,5.0,16.8,5,5,2022,12,24,13
1177,0,5.0,37.29,5,3,2022,12,24,19
1178,0,5.0,19.14,1,3,2022,12,25,17
1179,0,5.0,23.4,3,3,2022,12,26,11
1180,1,1.0,32.76,3,3,2019,3,4,11
1181,1,2.0,7.8,3,3,2019,3,4,12
1182,1,1.0,12.35,3,3,2019,3,4,13
1183,1,2.0,10.8,3,3,2019,3,4,13
1184,1,1.0,17.16,3,3,2019,3,4,8
1185,1,1.0,15.8,3,3,2019,3,4,16
1186,1,1.0,11.75,3,3,2019,3,4,17
1187,1,1.0,17.5,3,3,2019,3,4,17
1188,1,2.0,4.3,6,6,2019,3,4,17
1189,1,1.0,12.96,3,3,2019,3,4,17
1190,1,2.0,9.3,3,3,2019,3,4,18
1191,1,2.0,14.3,3,3,2019,3,4,19
1192,1,1.0,21.36,3,3,2019,3,4,20
1193,1,1.0,21.0,3,3,2019,3,5,10
1194,1,1.0,56.3,3,5,2019,3,5,12
1195,1,1.0,47.06,3,5,2019,3,5,12
1196,1,1.0,14.3,3,3,2019,3,5,14
1197,1,2.0,12.8,3,3,2019,3,5,18
1198,1,1.0,10.3,3,3,2019,3,5,20
1199,1,1.0,11.63,3,3,2019,3,5,20
1200,1,1.0,51.3,3,1,2019,3,5,20
1201,1,2.0,16.3,3,3,2019,3,6,9
1202,1,1.0,10.12,3,3,2019,3,6,10
1203,1,2.0,50.56,1,3,2019,3,6,10
1204,1,1.0,20.76,3,3,2019,3,6,10
1205,1,1.0,14.76,3,3,2019,3,6,10
1206,1,1.0,13.55,3,3,2019,3,6,10
1207,1,1.0,13.56,3,3,2019,3,6,11
1208,1,1.0,10.56,3,3,2019,3,6,11
1209,1,2.0,11.8,3,3,2019,3,6,12
1210,1,2.0,13.3,3,3,2019,3,6,12
1211,1,1.0,9.96,3,3,2019,3,6,12
1212,1,1.0,11.3,3,3,2019,3,6,12
1213,1,1.0,17.75,3,3,2019,3,6,13
1214,1,1.0,10.8,3,3,2019,3,6,13
1215,1,1.0,8.16,5,5,2019,3,6,13
1216,1,1.0,13.56,3,3,2019,3,6,14
1217,1,1.0,7.3,3,3,2019,3,6,15
1218,1,1.0,9.35,3,3,2019,3,6,15
1219,1,1.0,17.16,3,3,2019,3,6,15
1220,1,1.0,33.35,3,3,2019,3,6,16
1221,1,1.0,16.55,3,3,2019,3,6,18
1222,1,1.0,14.75,3,3,2019,3,6,19
1223,1,1.0,14.16,3,3,2019,3,6,20
1224,1,1.0,11.88,3,3,2019,3,7,6
1225,1,3.0,6.3,3,3,2019,3,7,6
1226,1,1.0,15.35,3,3,2019,3,7,8
1227,1,1.0,16.8,3,3,2019,3,7,9
1228,1,1.0,16.3,3,3,2019,3,7,10
1229,1,1.0,8.76,3,3,2019,3,7,11
1230,1,1.0,16.8,3,3,2019,3,7,13
1231,1,1.0,61.06,3,1,2019,3,7,13
1232,1,1.0,21.96,3,3,2019,3,7,13
1233,1,1.0,8.76,3,3,2019,3,7,14
1234,1,2.0,16.3,3,3,2019,3,7,14
1235,1,1.0,19.8,3,3,2019,3,7,14
1236,1,1.0,18.8,3,3,2019,3,7,15
1237,1,1.0,12.95,3,3,2019,3,7,16
1238,1,1.0,22.56,3,3,2019,3,7,16
1239,1,1.0,9.96,3,3,2019,3,7,17
1240,1,1.0,71.76,3,1,2019,3,7,17
1241,1,1.0,12.35,3,3,2019,3,7,18
1242,1,1.0,15.3,3,3,2019,3,7,19
1243,1,2.0,25.8,3,3,2019,3,7,19
1244,1,2.0,24.3,3,3,2019,3,7,19
1245,1,1.0,25.56,3,3,2019,3,7,19
1246,1,1.0,11.15,3,3,2019,3,7,20
1247,1,1.0,17.75,3,3,2019,3,8,7
1248,1,2.0,11.3,3,3,2019,3,8,9
1249,1,1.0,9.75,3,3,2019,3,8,10
1250,1,1.0,14.3,3,3,2019,3,8,10
1251,1,1.0,14.8,3,3,2019,3,8,11
1252,1,2.0,11.3,3,3,2019,3,8,11
1253,1,2.0,15.3,3,3,2019,3,8,11
1254,1,1.0,59.76,5,1,2019,3,8,11
1255,1,1.0,24.75,3,3,2019,3,8,13
1256,1,1.0,20.16,3,1,2019,3,8,14
1257,1,1.0,20.75,3,3,2019,3,8,15
1258,1,2.0,11.8,3,3,2019,3,8,15
1259,1,2.0,22.8,3,3,2019,3,8,17
1260,1,1.0,26.16,3,3,2019,3,8,17
1261,1,2.0,8.8,3,3,2019,3,8,18
1262,1,1.0,19.12,3,3,2019,3,8,19
1263,1,1.0,13.3,3,3,2019,3,8,20
1264,1,1.0,11.4,3,3,2019,3,9,10
1265,1,1.0,8.76,3,3,2019,3,9,11
1266,1,2.0,10.3,3,3,2019,3,9,12
1267,1,2.0,10.3,3,3,2019,3,9,12
1268,1,2.0,26.3,3,5,2019,3,9,12
1269,1,1.0,10.8,3,3,2019,3,9,12
1270,1,1.0,16.55,3,3,2019,3,9,15
1271,1,1.0,14.76,3,3,2019,3,9,16
1272,1,1.0,8.75,3,3,2019,3,9,16
1273,1,1.0,21.8,3,3,2019,3,9,17
1274,1,1.0,15.0,1,1,2019,3,9,17
1275,1,2.0,11.3,3,3,2019,3,9,17
1276,1,1.0,18.36,3,3,2019,3,9,19
1277,1,1.0,11.15,3,3,2019,3,9,19
1278,1,1.0,10.12,3,3,2019,3,9,18
1279,1,2.0,9.3,6,3,2019,3,9,19
1280,1,2.0,7.3,3,3,2019,3,9,20
1281,1,1.0,11.15,3,3,2019,3,10,10
1282,1,1.0,45.67,3,1,2019,3,10,10
1283,1,1.0,9.8,3,3,2019,3,10,13
1284,1,1.0,17.16,3,3,2019,3,10,13
1285,1,1.0,19.56,3,3,2019,3,10,15
1286,1,1.0,6.85,5,5,2019,3,10,17
1287,1,1.0,13.53,3,3,2019,3,10,17
1288,1,1.0,12.96,3,3,2019,3,10,17
1289,1,3.0,6.8,3,3,2019,8,4,14
1290,1,1.0,15.3,3,3,2019,8,4,14
1291,1,2.0,10.3,3,3,2019,8,4,15
1292,1,1.0,21.95,3,3,2019,8,4,15
1293,1,1.0,15.36,3,3,2019,8,4,15
1294,1,1.0,15.36,3,3,2019,8,4,16
1295,1,1.0,20.75,3,3,2019,8,4,16
1296,1,1.0,17.88,3,3,2019,8,4,16
1297,1,1.0,12.1,3,3,2019,8,4,19
1298,1,1.0,71.42,1,3,2019,8,4,20
1299,1,1.0,73.7,1,3,2019,8,4,20
1300,1,2.0,10.3,3,3,2019,8,5,7
1301,1,1.0,71.42,1,3,2019,8,5,7
1302,1,2.0,20.8,1,1,2019,8,5,7
1303,1,2.0,61.42,1,3,2019,8,5,8
1304,1,2.0,10.3,3,3,2019,8,5,9
1305,1,1.0,18.35,3,3,2019,8,5,9
1306,1,1.0,11.8,3,3,2019,8,5,9
1307,1,2.0,12.3,3,3,2019,8,5,11
1308,1,1.0,73.67,1,3,2019,8,5,15
1309,1,1.0,26.16,5,3,2019,8,5,17
1310,1,1.0,9.36,3,3,2019,8,5,18
1311,1,1.0,51.5,3,1,2019,8,5,19
1312,1,1.0,15.38,3,3,2019,8,5,19
1313,1,1.0,12.35,3,3,2019,8,6,7
1314,1,1.0,20.15,3,3,2019,8,6,13
1315,1,2.0,10.3,3,3,2019,8,6,16
1316,1,1.0,17.76,3,3,2019,8,6,15
1317,1,1.0,18.8,3,3,2019,8,6,16
1318,1,1.0,10.3,3,3,2019,8,6,16
1319,1,1.0,15.36,3,3,2019,8,6,19
1320,1,1.0,9.3,3,3,2019,8,6,20
1321,1,1.0,30.3,3,3,2019,8,6,20
1322,1,1.0,6.3,5,5,2019,8,6,20
1323,1,1.0,9.3,3,3,2019,8,7,6
1324,1,1.0,15.96,3,3,2019,8,7,6
1325,1,2.0,22.8,3,3,2019,8,7,8
1326,1,1.0,15.96,3,3,2019,8,7,8
1327,1,1.0,26.75,3,3,2019,8,7,8
1328,1,1.0,13.0,3,3,2019,8,7,9
1329,1,1.0,12.96,3,3,2019,8,7,9
1330,1,2.0,10.8,3,3,2019,8,7,9
1331,1,1.0,25.56,3,3,2019,8,7,10
1332,1,2.0,12.8,3,3,2019,8,7,10
1333,1,2.0,55.3,3,1,2019,8,7,10
1334,1,1.0,14.3,3,3,2019,8,7,11
1335,1,1.0,24.96,3,3,2019,8,7,12
1336,1,1.0,11.16,3,3,2019,8,7,12
1337,1,2.0,30.8,1,1,2019,8,7,13
1338,1,1.0,53.65,3,1,2019,8,7,13
1339,1,1.0,14.16,3,3,2019,8,7,14
1340,1,1.0,16.0,3,3,2019,8,7,15
1341,1,1.0,22.8,3,3,2019,8,7,18
1342,1,1.0,27.94,3,3,2019,8,7,18
1343,1,1.0,10.8,3,3,2019,8,7,20
1344,1,1.0,18.96,3,3,2019,8,8,6
1345,1,1.0,15.95,3,3,2019,8,8,7
1346,1,1.0,17.76,3,3,2019,8,8,8
1347,1,1.0,26.8,3,3,2019,8,8,10
1348,1,1.0,16.3,3,3,2019,8,8,11
1349,1,1.0,30.36,3,3,2019,8,8,12
1350,1,1.0,19.55,3,3,2019,8,8,12
1351,1,1.0,11.75,6,3,2019,8,8,13
1352,1,1.0,13.5,3,3,2019,8,8,14
1353,1,1.0,35.15,3,3,2019,8,8,14
1354,1,1.0,50.87,3,1,2019,8,8,15
1355,1,2.0,8.8,3,3,2019,8,8,15
1356,1,1.0,21.36,3,3,2019,8,8,15
1357,1,2.0,12.3,3,3,2019,8,8,15
1358,1,1.0,69.8,1,3,2019,8,8,16
1359,1,1.0,20.68,3,3,2019,8,8,17
1360,1,2.0,65.92,3,1,2019,8,8,17
1361,1,1.0,19.55,3,3,2019,8,8,18
1362,1,2.0,22.3,3,3,2019,8,8,18
1363,1,1.0,11.3,3,3,2019,8,8,19
1364,1,1.0,11.16,3,3,2019,8,8,20
1365,1,2.0,12.8,3,3,2019,8,8,20
1366,1,1.0,17.75,3,3,2019,8,9,8
1367,1,1.0,7.3,3,3,2019,8,9,7
1368,1,1.0,17.6,3,3,2019,8,9,8
1369,1,1.0,35.76,3,3,2019,8,9,9
1370,1,1.0,12.0,3,3,2019,8,9,11
1371,1,1.0,11.76,3,3,2019,8,9,13
1372,1,2.0,15.8,3,3,2019,8,9,13
1373,1,1.0,15.36,3,3,2019,8,9,15
1374,1,1.0,22.85,3,3,2019,8,9,16
1375,1,2.0,17.8,3,3,2019,8,9,16
1376,1,1.0,8.76,5,5,2019,8,9,17
1377,1,2.0,11.3,3,3,2019,8,9,17
1378,1,4.0,14.3,3,3,2019,8,9,17
1379,1,1.0,61.42,3,1,2019,8,9,17
1380,1,1.0,16.3,3,3,2019,8,9,19
1381,1,2.0,7.8,3,3,2019,8,9,20
1382,1,1.0,6.36,3,3,2019,8,10,6
1383,1,1.0,41.87,3,1,2019,8,10,10
1384,1,1.0,23.8,3,3,2019,8,10,11
1385,1,2.0,24.8,3,2,2019,8,10,13
1386,1,2.0,17.3,3,3,2019,8,10,7
1387,1,1.0,17.3,3,3,2019,8,10,15
1388,1,1.0,15.83,3,3,2019,8,10,17
1389,1,2.0,14.3,3,3,2019,8,10,17
1390,1,1.0,12.8,3,3,2019,8,10,19
1391,1,1.0,22.56,3,3,2019,8,10,19
1392,1,2.0,12.3,3,3,2019,12,19,10
1393,1,1.0,23.75,3,3,2019,12,19,10
1394,1,1.0,15.99,3,3,2019,12,19,10
1395,1,1.0,9.96,3,3,2019,12,19,11
1396,1,1.0,8.8,3,3,2019,12,19,11
1397,1,1.0,9.36,3,3,2019,12,19,11
1398,1,1.0,18.48,3,3,2019,12,19,12
1399,1,1.0,36.8,3,3,2019,12,19,14
1400,1,2.0,25.8,3,3,2019,12,19,14
1401,1,2.0,23.8,3,3,2019,12,19,14
1402,1,1.0,36.96,3,3,2019,12,19,15
1403,1,1.0,15.18,3,3,2019,12,19,15
1404,1,1.0,18.3,3,3,2019,12,19,15
1405,1,2.0,15.8,3,3,2019,12,19,16
1406,1,1.0,23.76,3,3,2019,12,19,16
1407,1,1.0,15.36,3,3,2019,12,19,16
1408,1,1.0,12.98,3,3,2019,12,19,18
1409,1,2.0,9.3,3,3,2019,12,20,7
1410,1,1.0,12.98,3,3,2019,12,20,9
1411,1,1.0,14.76,3,3,2019,12,20,9
1412,1,2.0,14.8,3,3,2019,12,20,11
1413,1,1.0,9.3,3,3,2019,12,20,16
1414,1,2.0,12.3,3,3,2019,12,20,17
1415,1,1.0,73.3,3,6,2019,12,20,18
1416,1,1.0,22.77,3,3,2019,12,20,18
1417,1,1.0,18.36,3,3,2019,12,20,18
1418,1,1.0,9.8,3,3,2019,12,21,7
1419,1,1.0,11.15,3,3,2019,12,21,10
1420,1,1.0,42.5,3,1,2019,12,21,10
1421,1,2.0,8.8,3,3,2019,12,21,10
1422,1,2.0,19.8,3,3,2019,12,21,10
1423,1,2.0,23.3,3,3,2019,12,21,10
1424,1,1.0,10.38,3,3,2019,12,21,12
1425,1,2.0,9.8,3,3,2019,12,21,12
1426,1,2.0,16.3,3,3,2019,12,21,12
1427,1,1.0,15.3,3,3,2019,12,21,12
1428,1,1.0,20.76,3,3,2019,12,21,13
1429,1,1.0,9.1,3,3,2019,12,21,13
1430,1,1.0,14.16,3,3,2019,12,21,13
1431,1,1.0,25.3,3,3,2019,12,21,13
1432,1,1.0,13.56,3,3,2019,12,21,12
1433,1,1.0,9.96,3,3,2019,12,21,14
1434,1,2.0,11.3,3,3,2019,12,21,15
1435,1,1.0,10.56,3,3,2019,12,21,15
1436,1,1.0,22.3,3,3,2019,12,21,16
1437,1,1.0,11.8,3,3,2019,12,21,16
1438,1,1.0,11.8,3,3,2019,12,21,17
1439,1,2.0,8.8,3,3,2019,12,21,20
1440,1,2.0,9.8,3,3,2019,12,22,6
1441,1,1.0,9.1,3,3,2019,12,22,9
1442,1,2.0,9.3,3,3,2019,12,22,12
1443,1,1.0,37.56,5,3,2019,12,22,12
1444,1,1.0,11.27,3,3,2019,12,22,12
1445,1,1.0,13.5,3,3,2019,12,22,14
1446,1,1.0,12.96,3,3,2019,12,22,15
1447,1,2.0,12.8,3,3,2019,12,22,17
1448,1,1.0,38.92,3,1,2019,12,22,18
1449,1,1.0,14.8,3,3,2019,12,22,19
1450,1,2.0,61.42,3,1,2019,12,23,6
1451,1,1.0,9.95,3,3,2019,12,23,6
1452,1,1.0,20.3,3,3,2019,12,23,7
1453,1,1.0,18.3,3,3,2019,12,23,8
1454,1,1.0,12.25,3,3,2019,12,23,8
1455,1,2.0,15.8,3,3,2019,12,23,8
1456,1,1.0,12.36,3,3,2019,12,23,9
1457,1,1.0,9.75,3,3,2019,12,23,10
1458,1,2.0,9.3,3,3,2019,12,23,10
1459,1,2.0,8.8,3,3,2019,12,23,12
1460,1,1.0,48.02,1,3,2019,12,23,12
1461,1,1.0,21.0,3,3,2019,12,23,13
1462,1,2.0,13.3,3,3,2019,12,23,14
1463,1,1.0,17.16,3,3,2019,12,23,15
1464,1,1.0,17.0,3,3,2019,12,23,16
1465,1,2.0,9.8,1,1,2019,12,23,16
1466,1,1.0,11.75,3,3,2019,12,23,16
1467,1,2.0,24.3,3,3,2019,12,23,17
1468,1,1.0,14.16,3,3,2019,12,23,19
1469,1,2.0,12.8,3,3,2019,12,24,6
1470,1,1.0,12.74,3,3,2019,12,24,8
1471,1,1.0,12.35,3,3,2019,12,24,11
1472,1,1.0,10.8,3,3,2019,12,24,12
1473,1,1.0,10.35,3,3,2019,12,24,12
1474,1,1.0,11.0,3,3,2019,12,24,13
1475,1,1.0,14.15,3,3,2019,12,24,13
1476,1,2.0,8.3,3,3,2019,12,24,13
1477,1,1.0,22.56,3,3,2019,12,24,13
1478,1,1.0,29.75,3,3,2019,12,24,15
1479,1,1.0,20.75,3,3,2019,12,24,16
1480,1,2.0,5.3,3,3,2019,12,24,17
1481,1,1.0,16.0,3,3,2019,12,24,18
1482,1,1.0,14.4,3,3,2019,12,24,19
1483,1,1.0,7.88,3,3,2019,12,25,9
1484,1,2.0,8.8,3,3,2019,12,25,11
1485,1,1.0,11.8,3,3,2019,12,25,14
1486,1,1.0,11.3,3,3,2019,12,25,17
1487,1,1.0,13.8,3,3,2019,12,25,20
1488,1,1.0,66.42,1,3,2019,12,26,6
1489,1,1.0,19.75,3,3,2019,12,26,11
1490,1,1.0,11.8,3,3,2019,12,26,13
1491,1,2.0,13.3,3,3,2019,12,26,14
1492,1,1.0,47.3,1,3,2019,12,26,14
1493,1,1.0,10.12,3,3,2019,12,26,14
1494,1,2.0,8.3,3,3,2019,12,26,15
1495,1,1.0,14.75,3,3,2019,12,26,16
1496,1,2.0,17.8,3,3,2019,12,26,17
1497,1,1.0,15.36,3,3,2019,12,26,18
1498,1,0.0,33.68,5,5,2019,12,20,7
1499,1,0.0,44.89,5,3,2019,12,20,11
1500,1,0.0,61.08,2,1,2019,12,23,9
1501,1,2.0,23.8,3,3,2020,3,4,10
1502,1,1.0,16.0,3,3,2020,3,4,11
1503,1,2.0,8.8,3,3,2020,3,4,10
1504,1,1.0,17.3,3,3,2020,3,4,11
1505,1,1.0,11.15,3,3,2020,3,4,12
1506,1,1.0,9.96,3,3,2020,3,4,12
1507,1,1.0,22.56,3,3,2020,3,4,12
1508,1,1.0,25.55,3,3,2020,3,4,13
1509,1,1.0,39.36,1,3,2020,3,4,15
1510,1,1.0,19.3,3,3,2020,3,4,16
1511,1,1.0,17.16,3,3,2020,3,4,16
1512,1,1.0,11.85,3,3,2020,3,4,17
1513,1,1.0,13.56,3,3,2020,3,4,17
1514,1,1.0,37.18,3,3,2020,3,4,17
1515,1,1.0,9.96,3,3,2020,3,4,18
1516,1,1.0,30.36,3,3,2020,3,4,19
1517,1,1.0,18.36,3,3,2020,3,4,18
1518,1,1.0,26.16,3,3,2020,3,4,18
1519,1,1.0,13.3,3,3,2020,3,4,19
1520,1,1.0,8.97,3,3,2020,3,5,8
1521,1,1.0,14.1,3,3,2020,3,5,10
1522,1,1.0,7.3,3,3,2020,3,5,10
1523,1,1.0,46.8,3,2,2020,3,5,11
1524,1,1.0,17.25,3,3,2020,3,5,12
1525,1,1.0,15.96,3,3,2020,3,5,14
1526,1,2.0,10.8,3,3,2020,3,5,18
1527,1,1.0,14.16,3,3,2020,3,5,20
1528,1,2.0,10.3,3,3,2020,3,6,6
1529,1,1.0,63.96,1,5,2020,3,6,6
1530,1,1.0,51.47,1,3,2020,3,6,7
1531,1,2.0,12.3,3,3,2020,3,6,10
1532,1,1.0,115.65,3,0,2020,3,6,12
1533,1,2.0,14.3,3,3,2020,3,6,12
1534,1,1.0,15.73,3,3,2020,3,6,12
1535,1,1.0,14.08,3,3,2020,3,6,12
1536,1,1.0,12.95,3,3,2020,3,6,12
1537,1,1.0,10.56,3,3,2020,3,6,13
1538,1,1.0,8.76,3,3,2020,3,6,13
1539,1,1.0,14.15,3,3,2020,3,6,14
1540,1,2.0,8.8,3,3,2020,3,6,14
1541,1,1.0,13.56,3,3,2020,3,6,14
1542,1,1.0,10.12,3,3,2020,3,6,14
1543,1,1.0,9.8,3,3,2020,3,6,15
1544,1,2.0,11.3,3,3,2020,3,6,15
1545,1,1.0,53.15,3,1,2020,3,6,15
1546,1,2.0,15.3,3,3,2020,3,6,16
1547,1,1.0,46.56,3,5,2020,3,6,17
1548,1,1.0,9.96,3,3,2020,3,6,17
1549,1,1.0,12.8,3,3,2020,3,6,18
1550,1,1.0,14.16,3,3,2020,3,6,18
1551,1,1.0,10.56,3,3,2020,3,6,18
1552,1,2.0,12.3,3,3,2020,3,7,6
1553,1,1.0,15.3,3,3,2020,3,7,9
1554,1,1.0,15.95,3,3,2020,3,7,10
1555,1,1.0,12.42,3,3,2020,3,7,12
1556,1,2.0,11.8,3,3,2020,3,7,13
1557,1,1.0,17.15,3,3,2020,3,7,13
1558,1,1.0,12.8,3,3,2020,3,7,15
1559,1,2.0,9.8,3,3,2020,3,7,16
1560,1,1.0,12.96,3,3,2020,3,7,17
1561,1,2.0,11.3,3,3,2020,3,7,18
1562,1,4.0,10.8,3,3,2020,3,7,18
1563,1,1.0,56.3,3,5,2020,3,7,19
1564,1,1.0,18.96,3,3,2020,3,7,20
1565,1,1.0,27.6,3,3,2020,3,7,19
1566,1,2.0,4.8,3,3,2020,3,8,8
1567,1,1.0,19.56,3,2,2020,3,8,8
1568,1,1.0,8.8,3,3,2020,3,8,9
1569,1,1.0,8.97,3,3,2020,3,8,10
1570,1,2.0,7.8,3,3,2020,3,8,10
1571,1,2.0,17.8,3,3,2020,3,8,10
1572,1,2.0,15.3,3,3,2020,3,8,12
1573,1,2.0,29.8,1,1,2020,3,8,13
1574,1,1.0,20.38,3,3,2020,3,8,13
1575,1,1.0,12.05,3,3,2020,3,8,15
1576,1,1.0,6.36,3,3,2020,3,8,16
1577,1,1.0,17.76,3,3,2020,3,8,17
1578,1,1.0,14.63,3,3,2020,3,8,18
1579,1,1.0,17.02,3,3,2020,3,8,19
1580,1,2.0,8.8,3,3,2020,3,8,19
1581,1,2.0,8.8,3,3,2020,3,8,20
1582,1,1.0,9.2,3,3,2020,3,9,7
1583,1,2.0,9.3,3,3,2020,3,9,9
1584,1,2.0,13.8,3,3,2020,3,9,10
1585,1,1.0,13.55,3,3,2020,3,9,13
1586,1,2.0,13.3,3,3,2020,3,9,14
1587,1,1.0,9.75,3,3,2020,3,9,14
1588,1,1.0,19.2,3,3,2020,3,9,15
1589,1,1.0,12.36,3,3,2020,3,9,15
1590,1,2.0,8.3,3,3,2020,3,9,15
1591,1,1.0,34.3,3,1,2020,3,9,15
1592,1,1.0,11.85,3,3,2020,3,9,17
1593,1,2.0,8.8,3,3,2020,3,9,18
1594,1,1.0,21.96,3,3,2020,3,9,19
1595,1,1.0,22.25,3,3,2020,3,9,20
1596,1,1.0,40.16,1,3,2020,3,10,7
1597,1,1.0,13.8,3,3,2020,3,10,9
1598,1,1.0,14.76,3,3,2020,3,10,9
1599,1,1.0,11.3,3,3,2020,3,10,11
1600,1,2.0,8.3,3,3,2020,3,10,13
1601,1,1.0,16.0,3,3,2020,3,10,15
1602,1,1.0,21.62,3,3,2020,3,10,15
1603,1,2.0,9.3,1,1,2020,3,10,18
1604,1,3.0,10.3,3,3,2020,3,10,19
1605,1,1.0,13.0,3,3,2020,3,10,20
1606,1,2.0,10.8,3,3,2020,3,10,20
1607,1,0.0,21.85,3,1,2020,3,4,8
1608,1,0.0,23.89,5,3,2020,3,6,16
1609,1,1.0,9.36,3,3,2020,8,4,11
1610,1,2.0,10.3,3,3,2020,8,4,11
1611,1,2.0,20.3,3,3,2020,8,4,12
1612,1,2.0,12.3,3,3,2020,8,4,13
1613,1,1.0,18.0,3,3,2020,8,4,14
1614,1,1.0,8.3,3,3,2020,8,4,15
1615,1,2.0,22.8,3,3,2020,8,4,15
1616,1,1.0,18.59,3,3,2020,8,4,17
1617,1,2.0,9.3,3,3,2020,8,4,17
1618,1,2.0,28.3,3,1,2020,8,4,17
1619,1,1.0,13.55,3,3,2020,8,5,13
1620,1,1.0,12.0,3,2,2020,8,5,15
1621,1,1.0,18.35,3,3,2020,8,5,16
1622,1,1.0,23.15,3,3,2020,8,5,17
1623,1,2.0,17.8,3,3,2020,8,5,17
1624,1,2.0,17.8,3,3,2020,8,5,17
1625,1,1.0,16.64,3,3,2020,8,5,17
1626,1,1.0,10.8,3,3,2020,8,5,18
1627,1,2.0,28.3,3,1,2020,8,5,18
1628,1,1.0,52.1,3,1,2020,8,5,18
1629,1,1.0,12.96,3,3,2020,8,5,19
1630,1,1.0,12.96,3,3,2020,8,5,19
1631,1,1.0,19.56,3,3,2020,8,5,20
1632,1,1.0,12.36,3,3,2020,8,5,20
1633,1,1.0,10.3,3,3,2020,8,6,6
1634,1,2.0,8.8,3,3,2020,8,6,8
1635,1,1.0,16.56,3,3,2020,8,6,9
