ID_taxis,Taxis,payment_type,total_amount,PU_ID_borough,DO_ID_borough,pickup_hour,date
529,Green,1.0,31.25,3,3,9,24/12/2020
530,Green,2.0,34.3,2,6,11,24/12/2020
531,Green,2.0,19.55,3,3,11,24/12/2020
532,Green,1.0,26.76,5,5,11,24/12/2020
533,Green,1.0,5.8,3,3,11,24/12/2020
534,Green,2.0,7.3,5,5,12,24/12/2020
535,Green,1.0,39.8,5,3,12,24/12/2020
536,Green,2.0,14.8,3,3,13,24/12/2020
537,Green,1.0,21.06,3,3,14,24/12/2020
538,Green,2.0,13.55,3,3,18,24/12/2020
539,Green,1.0,13.8,3,3,18,24/12/2020
540,Green,2.0,7.8,3,3,19,24/12/2020
541,Green,1.0,10.8,5,5,19,24/12/2020
542,Green,1.0,77.67,5,6,13,25/12/2020
543,Green,2.0,7.3,5,5,16,25/12/2020
544,Green,1.0,12.13,3,3,9,26/12/2020
545,Green,2.0,4.8,3,3,16,26/12/2020
546,Green,2.0,9.3,3,3,20,26/12/2020
547,Green,5.0,18.5,5,5,14,19/12/2020
548,Green,5.0,19.78,5,5,16,19/12/2020
549,Green,5.0,45.44,3,2,8,20/12/2020
550,Green,5.0,32.99,3,2,8,20/12/2020
551,Green,5.0,43.16,2,1,9,20/12/2020
552,Green,5.0,50.82,2,5,13,20/12/2020
553,Green,5.0,30.11,5,5,6,21/12/2020
554,Green,5.0,48.94,5,3,9,21/12/2020
555,Green,5.0,50.2,5,1,10,21/12/2020
556,Green,5.0,36.01,5,5,10,21/12/2020
557,Green,5.0,33.85,1,1,9,22/12/2020
558,Green,5.0,20.74,3,3,10,22/12/2020
559,Green,5.0,25.5,2,2,11,22/12/2020
560,Green,5.0,25.5,2,2,12,22/12/2020
561,Green,5.0,38.44,1,5,12,22/12/2020
562,Green,5.0,24.42,5,5,14,22/12/2020
563,Green,5.0,22.0,2,2,16,22/12/2020
564,Green,5.0,34.07,3,1,17,22/12/2020
565,Green,5.0,18.94,1,1,17,22/12/2020
566,Green,5.0,15.67,2,2,12,23/12/2020
567,Green,5.0,24.62,1,1,13,23/12/2020
568,Green,5.0,24.62,1,1,14,23/12/2020
569,Green,5.0,19.78,5,5,14,23/12/2020
570,Green,5.0,54.6,5,3,14,23/12/2020
571,Green,5.0,17.66,2,2,14,23/12/2020
572,Green,5.0,51.16,5,5,14,23/12/2020
573,Green,5.0,26.36,5,5,17,23/12/2020
574,Green,5.0,25.5,2,2,8,24/12/2020
575,Green,5.0,22.45,1,1,10,25/12/2020
576,Green,5.0,19.78,5,5,13,25/12/2020
577,Green,5.0,23.11,5,5,15,25/12/2020
578,Green,5.0,33.32,5,3,17,25/12/2020
579,Green,5.0,28.48,5,5,7,26/12/2020
580,Green,5.0,18.5,2,2,9,26/12/2020
581,Green,5.0,19.78,5,5,19,26/12/2020
582,Green,1.0,39.44,3,3,9,4/3/2021
583,Green,2.0,8.8,3,2,10,4/3/2021
584,Green,2.0,13.3,1,1,18,4/3/2021
585,Green,1.0,13.3,5,5,17,4/3/2021
586,Green,1.0,14.1,3,3,20,4/3/2021
587,Green,1.0,15.0,3,3,6,5/3/2021
588,Green,2.0,6.8,3,3,9,5/3/2021
589,Green,1.0,14.46,3,3,9,5/3/2021
590,Green,1.0,34.86,3,3,9,5/3/2021
591,Green,1.0,9.13,1,1,11,5/3/2021
592,Green,1.0,9.3,3,3,14,5/3/2021
593,Green,1.0,8.19,1,1,16,5/3/2021
594,Green,2.0,7.8,3,3,17,5/3/2021
595,Green,2.0,21.3,5,5,20,5/3/2021
596,Green,1.0,8.16,3,3,12,6/3/2021
597,Green,1.0,9.54,3,3,13,6/3/2021
598,Green,2.0,10.8,5,5,15,6/3/2021
599,Green,2.0,24.55,5,3,16,6/3/2021
600,Green,1.0,10.8,5,5,16,6/3/2021
601,Green,1.0,9.8,1,1,17,6/3/2021
602,Green,2.0,12.8,3,2,18,6/3/2021
603,Green,2.0,4.8,3,3,13,7/3/2021
604,Green,1.0,19.3,5,5,14,7/3/2021
605,Green,1.0,5.76,5,5,14,7/3/2021
606,Green,1.0,21.0,3,2,14,7/3/2021
607,Green,2.0,6.3,1,1,16,7/3/2021
608,Green,1.0,9.96,3,3,19,7/3/2021
609,Green,1.0,6.3,3,3,6,8/3/2021
610,Green,1.0,18.66,1,3,7,8/3/2021
611,Green,1.0,28.86,3,3,9,8/3/2021
612,Green,2.0,7.3,3,3,8,8/3/2021
613,Green,2.0,73.8,1,1,10,8/3/2021
614,Green,1.0,19.25,3,3,11,8/3/2021
615,Green,2.0,11.05,3,3,12,8/3/2021
616,Green,2.0,15.55,3,3,13,8/3/2021
617,Green,2.0,5.8,5,5,15,8/3/2021
618,Green,1.0,17.88,5,5,17,8/3/2021
619,Green,2.0,24.92,3,1,7,9/3/2021
620,Green,1.0,19.26,3,3,10,9/3/2021
621,Green,1.0,7.56,5,5,10,9/3/2021
622,Green,2.0,4.3,3,3,13,9/3/2021
623,Green,2.0,16.8,1,1,13,9/3/2021
624,Green,1.0,85.42,5,3,13,9/3/2021
625,Green,3.0,4.3,2,2,16,9/3/2021
626,Green,1.0,13.5,3,3,17,9/3/2021
627,Green,2.0,6.3,3,3,17,9/3/2021
628,Green,1.0,12.74,5,5,18,9/3/2021
629,Green,1.0,40.86,3,3,18,9/3/2021
630,Green,2.0,17.55,3,3,18,9/3/2021
631,Green,2.0,10.55,3,3,18,9/3/2021
632,Green,1.0,8.8,1,1,6,10/3/2021
633,Green,1.0,9.96,3,3,7,10/3/2021
634,Green,2.0,8.3,3,3,12,10/3/2021
635,Green,1.0,16.0,3,3,12,10/3/2021
636,Green,1.0,11.3,1,1,14,10/3/2021
637,Green,1.0,12.3,5,5,16,10/3/2021
638,Green,1.0,20.8,5,5,17,10/3/2021
639,Green,1.0,15.96,1,1,20,10/3/2021
640,Green,5.0,22.29,2,2,11,4/3/2021
641,Green,5.0,36.45,5,3,12,4/3/2021
642,Green,5.0,17.27,2,2,16,4/3/2021
643,Green,5.0,23.58,2,2,18,4/3/2021
644,Green,5.0,21.73,5,5,8,5/3/2021
645,Green,5.0,17.0,5,5,8,5/3/2021
646,Green,5.0,9.3,3,3,9,5/3/2021
647,Green,5.0,26.36,5,5,11,5/3/2021
648,Green,5.0,23.58,2,2,14,5/3/2021
649,Green,5.0,16.13,2,2,15,5/3/2021
650,Green,5.0,32.5,1,5,15,5/3/2021
651,Green,5.0,42.92,1,5,11,7/3/2021
652,Green,5.0,22.2,5,5,15,7/3/2021
653,Green,5.0,62.7,5,1,6,8/3/2021
654,Green,5.0,35.18,2,3,7,8/3/2021
655,Green,5.0,34.04,5,5,7,8/3/2021
656,Green,5.0,35.34,5,5,9,8/3/2021
657,Green,5.0,46.5,1,1,10,8/3/2021
658,Green,5.0,31.27,5,5,11,8/3/2021
659,Green,5.0,34.04,3,5,11,8/3/2021
660,Green,5.0,32.08,3,2,20,8/3/2021
661,Green,5.0,31.31,5,3,8,9/3/2021
662,Green,5.0,21.57,2,2,9,9/3/2021
663,Green,5.0,44.73,5,3,9,9/3/2021
664,Green,5.0,35.29,2,3,9,9/3/2021
665,Green,5.0,34.04,5,5,9,9/3/2021
666,Green,5.0,24.29,1,1,9,9/3/2021
667,Green,5.0,22.51,3,2,11,9/3/2021
668,Green,5.0,37.67,3,1,13,9/3/2021
669,Green,5.0,16.93,2,2,8,10/3/2021
670,Green,5.0,16.39,5,5,8,10/3/2021
671,Green,5.0,24.31,1,1,9,10/3/2021
672,Green,5.0,19.78,5,5,9,10/3/2021
673,Green,5.0,30.16,5,5,10,10/3/2021
674,Green,5.0,26.48,2,2,10,10/3/2021
675,Green,5.0,23.58,2,2,13,10/3/2021
676,Green,5.0,43.88,1,5,14,10/3/2021
677,Green,5.0,25.5,2,2,14,10/3/2021
678,Green,5.0,28.41,1,1,15,10/3/2021
679,Green,5.0,26.36,5,5,16,10/3/2021
680,Green,5.0,21.3,2,3,17,10/3/2021
681,Green,2.0,6.3,3,3,8,4/8/2021
682,Green,2.0,5.3,1,1,9,4/8/2021
683,Green,2.0,9.8,3,3,12,4/8/2021
684,Green,1.0,16.55,3,3,17,4/8/2021
685,Green,1.0,38.3,1,5,17,4/8/2021
686,Green,1.0,11.15,5,5,18,4/8/2021
687,Green,1.0,16.86,3,3,19,4/8/2021
688,Green,1.0,12.36,3,3,7,5/8/2021
689,Green,1.0,84.35,5,1,8,5/8/2021
690,Green,1.0,21.84,1,5,8,5/8/2021
691,Green,2.0,8.8,3,3,8,5/8/2021
692,Green,1.0,58.35,3,1,9,5/8/2021
693,Green,2.0,26.05,3,3,10,5/8/2021
694,Green,2.0,3.8,1,1,10,5/8/2021
695,Green,1.0,47.22,3,1,14,5/8/2021
696,Green,1.0,6.8,3,3,14,5/8/2021
697,Green,1.0,9.95,1,1,15,5/8/2021
698,Green,1.0,12.36,1,1,17,5/8/2021
699,Green,1.0,28.26,3,3,20,5/8/2021
700,Green,2.0,22.8,3,2,7,6/8/2021
701,Green,2.0,8.8,3,3,9,6/8/2021
702,Green,1.0,41.45,3,3,10,6/8/2021
703,Green,1.0,6.95,3,3,11,6/8/2021
704,Green,2.0,9.55,3,3,12,6/8/2021
705,Green,2.0,15.3,3,3,12,6/8/2021
706,Green,2.0,11.3,3,2,14,6/8/2021
707,Green,3.0,5.8,5,5,18,6/8/2021
708,Green,2.0,11.55,3,3,18,6/8/2021
709,Green,2.0,8.3,3,3,19,6/8/2021
710,Green,2.0,9.8,5,5,19,6/8/2021
711,Green,1.0,18.05,3,3,20,6/8/2021
712,Green,2.0,42.85,3,1,9,7/8/2021
713,Green,2.0,5.3,3,3,10,7/8/2021
714,Green,1.0,20.05,5,3,11,7/8/2021
715,Green,1.0,70.62,3,1,12,7/8/2021
716,Green,1.0,24.05,5,3,12,7/8/2021
717,Green,1.0,18.27,3,3,14,7/8/2021
718,Green,2.0,18.3,5,5,15,7/8/2021
719,Green,1.0,5.8,3,3,16,7/8/2021
720,Green,1.0,19.86,3,3,16,7/8/2021
721,Green,2.0,19.05,3,3,19,7/8/2021
722,Green,2.0,23.8,3,3,9,8/8/2021
723,Green,1.0,96.05,6,2,14,8/8/2021
724,Green,1.0,7.3,3,3,16,8/8/2021
725,Green,1.0,19.86,3,3,18,8/8/2021
726,Green,1.0,21.36,2,2,19,8/8/2021
727,Green,1.0,16.26,3,3,19,8/8/2021
728,Green,1.0,50.05,5,3,19,8/8/2021
729,Green,2.0,5.3,3,3,8,9/8/2021
730,Green,2.0,12.0,1,1,10,9/8/2021
731,Green,2.0,13.8,1,1,10,9/8/2021
732,Green,1.0,44.46,3,3,10,9/8/2021
733,Green,1.0,17.55,3,3,11,9/8/2021
734,Green,2.0,11.8,3,2,11,9/8/2021
735,Green,1.0,27.56,3,3,11,9/8/2021
736,Green,2.0,9.3,3,3,13,9/8/2021
737,Green,2.0,16.3,3,3,13,9/8/2021
738,Green,1.0,12.36,3,3,18,9/8/2021
739,Green,1.0,9.3,3,3,19,9/8/2021
740,Green,2.0,13.3,2,3,19,9/8/2021
741,Green,1.0,13.55,3,3,20,9/8/2021
742,Green,1.0,5.76,3,3,7,10/8/2021
743,Green,1.0,12.35,3,3,8,10/8/2021
744,Green,2.0,6.8,3,3,11,10/8/2021
745,Green,1.0,30.85,2,3,16,10/8/2021
746,Green,1.0,20.46,3,3,18,10/8/2021
747,Green,5.0,16.5,3,3,9,4/8/2021
748,Green,5.0,28.26,1,1,10,4/8/2021
749,Green,5.0,32.5,2,2,12,4/8/2021
750,Green,5.0,22.0,5,5,12,4/8/2021
751,Green,5.0,13.5,2,2,12,4/8/2021
752,Green,5.0,18.52,3,3,15,4/8/2021
753,Green,5.0,13.95,1,1,19,4/8/2021
754,Green,5.0,29.0,5,3,10,5/8/2021
755,Green,5.0,49.29,5,3,11,5/8/2021
756,Green,5.0,23.39,3,2,12,5/8/2021
757,Green,5.0,25.5,5,5,13,6/8/2021
758,Green,5.0,32.55,1,1,16,6/8/2021
759,Green,5.0,19.78,5,5,6,7/8/2021
760,Green,5.0,24.62,1,1,7,7/8/2021
761,Green,5.0,21.64,2,2,8,7/8/2021
762,Green,5.0,43.0,5,1,11,7/8/2021
763,Green,5.0,61.08,5,1,13,7/8/2021
764,Green,5.0,39.21,5,5,14,7/8/2021
765,Green,5.0,19.78,5,5,14,7/8/2021
766,Green,5.0,41.22,5,3,15,8/8/2021
767,Green,5.0,33.46,3,3,20,8/8/2021
768,Green,5.0,27.13,5,5,8,9/8/2021
769,Green,5.0,25.84,2,2,8,9/8/2021
770,Green,5.0,26.36,5,5,8,9/8/2021
771,Green,5.0,23.61,3,3,8,9/8/2021
772,Green,5.0,16.5,3,3,9,9/8/2021
773,Green,5.0,57.58,1,3,11,9/8/2021
774,Green,5.0,44.14,5,3,11,9/8/2021
775,Green,5.0,96.0,5,2,14,9/8/2021
776,Green,5.0,32.5,2,2,10,10/8/2021
777,Green,5.0,25.63,3,1,11,10/8/2021
778,Green,5.0,16.5,3,3,12,10/8/2021
779,Green,5.0,61.08,5,1,12,10/8/2021
780,Green,5.0,40.65,1,3,14,10/8/2021
781,Green,5.0,23.7,3,3,15,10/8/2021
782,Green,1.0,24.66,3,3,11,19/12/2021
783,Green,1.0,17.56,3,3,11,19/12/2021
784,Green,2.0,7.3,3,3,16,19/12/2021
785,Green,1.0,17.55,3,3,17,19/12/2021
786,Green,2.0,13.8,3,3,19,19/12/2021
787,Green,1.0,16.31,3,3,19,19/12/2021
788,Green,2.0,11.8,2,2,7,20/12/2021
789,Green,1.0,16.0,3,3,7,20/12/2021
790,Green,1.0,15.34,1,1,7,20/12/2021
791,Green,1.0,28.25,3,3,8,20/12/2021
792,Green,1.0,19.26,3,3,10,20/12/2021
793,Green,2.0,4.8,3,3,13,20/12/2021
794,Green,2.0,5.3,3,3,13,20/12/2021
795,Green,1.0,28.25,3,3,15,20/12/2021
796,Green,2.0,6.8,1,1,17,20/12/2021
797,Green,2.0,15.3,4,4,18,20/12/2021
798,Green,1.0,14.15,3,3,18,20/12/2021
799,Green,1.0,9.12,1,1,19,20/12/2021
800,Green,2.0,6.8,3,3,19,20/12/2021
801,Green,2.0,10.3,1,1,20,20/12/2021
802,Green,1.0,11.3,1,1,8,21/12/2021
803,Green,1.0,7.56,3,3,10,21/12/2021
804,Green,1.0,7.56,3,3,11,21/12/2021
805,Green,2.0,22.8,5,5,11,21/12/2021
806,Green,2.0,9.8,1,1,11,21/12/2021
807,Green,1.0,19.56,5,5,12,21/12/2021
808,Green,2.0,14.3,1,1,13,21/12/2021
809,Green,2.0,11.05,3,3,14,21/12/2021
810,Green,2.0,12.55,3,3,14,21/12/2021
811,Green,1.0,13.56,5,5,15,21/12/2021
812,Green,2.0,9.8,3,3,15,21/12/2021
813,Green,1.0,17.6,1,1,16,21/12/2021
814,Green,2.0,11.3,3,3,16,21/12/2021
815,Green,1.0,10.56,3,3,17,21/12/2021
816,Green,1.0,9.3,3,3,16,21/12/2021
817,Green,2.0,21.55,3,3,19,21/12/2021
818,Green,1.0,36.55,1,3,9,22/12/2021
819,Green,1.0,47.55,5,3,11,22/12/2021
820,Green,1.0,5.8,3,3,12,22/12/2021
821,Green,2.0,10.8,1,1,12,22/12/2021
822,Green,2.0,27.8,5,5,13,22/12/2021
823,Green,2.0,7.3,3,3,13,22/12/2021
824,Green,2.0,17.3,1,1,14,22/12/2021
825,Green,2.0,17.8,1,1,15,22/12/2021
826,Green,1.0,12.05,3,3,16,22/12/2021
827,Green,2.0,8.8,3,3,16,22/12/2021
828,Green,2.0,6.8,1,1,16,22/12/2021
829,Green,4.0,21.8,1,1,16,22/12/2021
830,Green,1.0,14.8,5,5,16,22/12/2021
831,Green,1.0,12.74,3,3,17,22/12/2021
832,Green,1.0,29.3,2,3,17,22/12/2021
833,Green,2.0,10.8,1,1,7,23/12/2021
834,Green,2.0,50.3,6,1,7,23/12/2021
835,Green,1.0,4.3,3,3,8,23/12/2021
836,Green,1.0,10.38,3,3,11,23/12/2021
837,Green,1.0,27.96,3,3,13,23/12/2021
838,Green,2.0,11.3,5,5,16,23/12/2021
839,Green,1.0,14.3,3,3,18,23/12/2021
840,Green,1.0,26.8,3,3,8,24/12/2021
841,Green,2.0,14.05,3,3,9,24/12/2021
842,Green,1.0,11.77,3,3,11,24/12/2021
843,Green,2.0,12.8,1,1,11,24/12/2021
844,Green,1.0,13.56,1,1,12,24/12/2021
845,Green,1.0,11.8,3,3,14,24/12/2021
846,Green,2.0,5.3,3,3,16,24/12/2021
847,Green,4.0,8.8,3,3,18,24/12/2021
848,Green,1.0,12.66,3,3,18,24/12/2021
849,Green,2.0,25.8,1,1,10,26/12/2021
850,Green,1.0,42.3,5,2,13,26/12/2021
851,Green,2.0,15.55,3,3,14,26/12/2021
852,Green,2.0,9.3,3,3,15,26/12/2021
853,Green,1.0,9.49,3,3,15,26/12/2021
854,Green,1.0,11.16,1,1,18,26/12/2021
855,Green,2.0,9.3,3,3,20,26/12/2021
856,Green,5.0,25.54,2,2,8,19/12/2021
857,Green,5.0,24.69,5,5,8,19/12/2021
858,Green,5.0,80.36,2,5,9,20/12/2021
859,Green,5.0,29.85,1,1,11,20/12/2021
860,Green,5.0,20.99,5,5,13,20/12/2021
861,Green,5.0,30.11,1,1,13,20/12/2021
862,Green,5.0,67.59,5,2,14,20/12/2021
863,Green,5.0,78.48,5,3,14,20/12/2021
864,Green,5.0,50.59,3,1,6,21/12/2021
865,Green,5.0,15.87,5,5,10,21/12/2021
866,Green,5.0,23.75,3,3,8,22/12/2021
867,Green,5.0,26.41,3,3,9,22/12/2021
868,Green,5.0,38.02,5,3,11,22/12/2021
869,Green,5.0,22.2,5,5,12,22/12/2021
870,Green,5.0,92.59,3,1,14,22/12/2021
871,Green,5.0,39.5,2,2,9,23/12/2021
872,Green,5.0,51.16,1,5,10,23/12/2021
873,Green,5.0,75.53,3,1,10,23/12/2021
874,Green,5.0,25.5,5,5,12,23/12/2021
875,Green,5.0,31.95,3,2,14,23/12/2021
876,Green,5.0,48.11,1,1,15,23/12/2021
877,Green,5.0,34.36,2,2,9,24/12/2021
878,Green,5.0,42.75,3,2,11,24/12/2021
879,Green,5.0,46.75,1,2,13,24/12/2021
880,Green,5.0,18.5,5,5,19,24/12/2021
881,Green,5.0,51.16,5,1,14,25/12/2021
882,Green,5.0,49.57,5,3,15,25/12/2021
883,Green,5.0,45.02,5,3,7,26/12/2021
884,Green,5.0,21.64,2,2,8,26/12/2021
885,Green,5.0,27.68,2,2,14,26/12/2021
886,Green,1.0,11.8,3,3,8,4/3/2022
887,Green,2.0,3.3,1,1,9,4/3/2022
888,Green,2.0,13.3,1,1,12,4/3/2022
889,Green,1.0,20.3,1,1,15,4/3/2022
890,Green,1.0,26.3,3,2,15,4/3/2022
891,Green,1.0,14.45,3,3,16,4/3/2022
892,Green,1.0,8.8,3,3,16,4/3/2022
893,Green,1.0,12.36,3,3,17,4/3/2022
894,Green,2.0,11.8,1,1,18,4/3/2022
895,Green,1.0,42.72,1,3,18,4/3/2022
896,Green,1.0,14.76,5,5,18,4/3/2022
897,Green,1.0,21.96,5,5,18,4/3/2022
898,Green,1.0,11.8,3,2,19,4/3/2022
899,Green,1.0,10.3,3,3,19,4/3/2022
900,Green,2.0,8.3,3,2,7,5/3/2022
901,Green,1.0,13.26,3,3,10,5/3/2022
902,Green,1.0,13.28,3,3,11,5/3/2022
903,Green,2.0,54.3,1,1,12,5/3/2022
904,Green,1.0,37.55,3,3,12,5/3/2022
905,Green,2.0,14.8,1,1,12,5/3/2022
906,Green,2.0,8.3,3,3,14,5/3/2022
907,Green,1.0,12.55,3,3,16,5/3/2022
908,Green,1.0,4.29,3,3,17,5/3/2022
909,Green,1.0,8.8,5,5,18,5/3/2022
910,Green,2.0,9.8,3,3,19,5/3/2022
911,Green,1.0,25.06,3,3,20,5/3/2022
912,Green,1.0,30.06,1,3,7,6/3/2022
913,Green,1.0,11.9,3,3,8,6/3/2022
914,Green,1.0,46.86,3,5,10,6/3/2022
915,Green,2.0,14.8,5,5,14,6/3/2022
916,Green,1.0,10.56,3,3,14,6/3/2022
917,Green,1.0,10.56,3,3,15,6/3/2022
918,Green,1.0,20.55,3,3,15,6/3/2022
919,Green,1.0,18.96,3,3,16,6/3/2022
920,Green,1.0,18.55,3,3,18,6/3/2022
921,Green,1.0,9.96,3,3,19,6/3/2022
922,Green,2.0,15.3,2,2,19,6/3/2022
923,Green,2.0,5.3,3,3,6,7/3/2022
924,Green,1.0,17.3,1,1,6,7/3/2022
925,Green,1.0,14.23,3,3,8,7/3/2022
926,Green,2.0,5.3,3,3,8,7/3/2022
927,Green,1.0,13.8,1,1,9,7/3/2022
928,Green,1.0,40.56,5,1,10,7/3/2022
929,Green,1.0,8.84,5,5,13,7/3/2022
930,Green,2.0,22.3,5,5,14,7/3/2022
931,Green,2.0,17.05,3,3,14,7/3/2022
932,Green,2.0,19.8,3,3,16,7/3/2022
933,Green,2.0,26.3,1,1,16,7/3/2022
934,Green,1.0,17.16,3,3,17,7/3/2022
935,Green,1.0,15.66,3,3,18,7/3/2022
936,Green,2.0,5.8,1,1,19,7/3/2022
937,Green,2.0,65.3,1,1,19,7/3/2022
938,Green,1.0,23.14,3,3,19,7/3/2022
939,Green,1.0,10.3,3,3,7,8/3/2022
940,Green,1.0,22.85,3,3,8,8/3/2022
941,Green,1.0,20.46,3,3,8,8/3/2022
942,Green,1.0,8.8,3,3,8,8/3/2022
943,Green,1.0,23.46,3,3,9,8/3/2022
944,Green,2.0,10.8,3,3,9,8/3/2022
945,Green,2.0,4.3,3,3,9,8/3/2022
946,Green,2.0,23.55,3,3,10,8/3/2022
947,Green,2.0,14.8,3,3,11,8/3/2022
948,Green,1.0,21.66,3,3,14,8/3/2022
949,Green,1.0,9.3,3,3,14,8/3/2022
950,Green,2.0,3.3,3,3,15,8/3/2022
951,Green,1.0,26.94,3,3,15,8/3/2022
952,Green,2.0,6.8,3,3,16,8/3/2022
953,Green,1.0,20.76,5,5,17,8/3/2022
954,Green,1.0,32.26,1,3,19,8/3/2022
955,Green,2.0,9.8,3,3,9,9/3/2022
956,Green,1.0,60.55,5,3,11,9/3/2022
957,Green,1.0,7.81,1,1,12,9/3/2022
958,Green,1.0,9.96,3,3,14,9/3/2022
959,Green,1.0,14.43,3,3,15,9/3/2022
960,Green,1.0,7.88,3,3,16,9/3/2022
961,Green,2.0,6.8,2,3,16,9/3/2022
962,Green,2.0,24.8,1,1,16,9/3/2022
963,Green,1.0,19.56,5,5,18,9/3/2022
964,Green,1.0,17.76,1,1,20,9/3/2022
965,Green,2.0,9.8,1,1,7,10/3/2022
966,Green,1.0,34.05,5,3,9,10/3/2022
967,Green,1.0,26.55,3,3,9,10/3/2022
968,Green,1.0,12.66,3,3,9,10/3/2022
969,Green,2.0,10.3,3,3,16,10/3/2022
970,Green,1.0,17.05,3,3,18,10/3/2022
971,Green,2.0,9.8,1,1,17,10/3/2022
972,Green,1.0,11.3,3,3,19,10/3/2022
973,Green,1.0,21.66,1,3,19,10/3/2022
974,Green,1.0,11.44,1,1,19,10/3/2022
975,Green,5.0,23.09,1,1,14,4/3/2022
976,Green,5.0,18.43,5,5,11,5/3/2022
977,Green,5.0,21.3,5,1,17,5/3/2022
978,Green,5.0,19.25,3,3,19,5/3/2022
979,Green,5.0,12.1,1,1,12,6/3/2022
980,Green,5.0,16.87,5,5,15,9/3/2022
981,Green,5.0,24.23,5,5,12,10/3/2022
982,Green,5.0,18.12,3,2,19,10/3/2022
983,Green,1.0,15.34,3,3,9,4/8/2022
984,Green,1.0,20.15,5,5,9,4/8/2022
985,Green,3.0,6.3,3,3,13,4/8/2022
986,Green,1.0,12.88,3,3,16,4/8/2022
987,Green,1.0,21.19,1,1,16,4/8/2022
988,Green,2.0,22.8,3,2,15,4/8/2022
989,Green,2.0,12.3,1,1,18,4/8/2022
990,Green,2.0,9.3,3,3,18,4/8/2022
991,Green,1.0,19.24,1,1,18,4/8/2022
992,Green,1.0,16.94,3,3,18,4/8/2022
993,Green,2.0,7.3,3,3,19,4/8/2022
994,Green,1.0,16.86,3,3,19,4/8/2022
995,Green,1.0,11.4,5,5,19,4/8/2022
996,Green,1.0,32.0,3,1,20,4/8/2022
997,Green,1.0,71.22,3,1,6,5/8/2022
998,Green,2.0,11.3,5,5,8,5/8/2022
999,Green,1.0,27.66,3,3,7,5/8/2022
1000,Green,1.0,22.05,3,3,9,5/8/2022
1001,Green,2.0,4.3,1,1,11,5/8/2022
1002,Green,2.0,9.3,3,3,11,5/8/2022
1003,Green,1.0,18.0,2,2,12,5/8/2022
1004,Green,1.0,19.03,3,3,13,5/8/2022
1005,Green,1.0,8.16,1,1,13,5/8/2022
1006,Green,1.0,18.96,5,5,15,5/8/2022
1007,Green,2.0,15.8,1,1,15,5/8/2022
1008,Green,2.0,5.3,1,1,17,5/8/2022
1009,Green,2.0,8.8,5,5,18,5/8/2022
1010,Green,2.0,42.8,1,1,19,5/8/2022
1011,Green,2.0,15.55,3,3,19,5/8/2022
1012,Green,1.0,8.8,1,1,19,5/8/2022
1013,Green,1.0,9.95,3,3,7,6/8/2022
1014,Green,2.0,23.8,3,3,9,6/8/2022
1015,Green,2.0,26.55,3,3,9,6/8/2022
1016,Green,2.0,21.3,1,1,11,6/8/2022
1017,Green,1.0,6.3,5,5,16,6/8/2022
1018,Green,1.0,17.56,3,3,15,6/8/2022
1019,Green,1.0,36.0,2,2,17,6/8/2022
1020,Green,1.0,24.36,3,3,17,6/8/2022
1021,Green,1.0,6.0,3,3,18,6/8/2022
1022,Green,2.0,10.8,1,1,20,6/8/2022
1023,Green,2.0,7.3,3,3,8,7/8/2022
1024,Green,2.0,7.3,3,3,9,7/8/2022
1025,Green,2.0,9.8,3,3,10,7/8/2022
1026,Green,1.0,70.3,5,1,10,7/8/2022
1027,Green,1.0,19.0,2,3,10,7/8/2022
1028,Green,2.0,37.85,1,3,12,7/8/2022
1029,Green,1.0,25.55,3,3,12,7/8/2022
1030,Green,1.0,14.15,3,3,13,7/8/2022
1031,Green,1.0,25.0,5,5,14,7/8/2022
1032,Green,2.0,11.55,3,3,15,7/8/2022
1033,Green,1.0,67.35,3,1,15,7/8/2022
1034,Green,1.0,16.0,5,5,20,7/8/2022
1035,Green,1.0,46.3,1,5,20,7/8/2022
1036,Green,1.0,7.56,3,3,8,8/8/2022
1037,Green,1.0,11.3,3,3,8,8/8/2022
1038,Green,2.0,14.3,3,3,10,8/8/2022
1039,Green,2.0,11.8,3,3,11,8/8/2022
1040,Green,1.0,15.66,3,3,11,8/8/2022
1041,Green,1.0,11.0,3,3,12,8/8/2022
1042,Green,1.0,6.95,3,3,12,8/8/2022
1043,Green,2.0,6.8,3,3,12,8/8/2022
1044,Green,2.0,27.3,1,5,13,8/8/2022
1045,Green,1.0,10.3,1,1,15,8/8/2022
1046,Green,1.0,9.96,1,1,16,8/8/2022
1047,Green,1.0,16.86,3,3,16,8/8/2022
1048,Green,1.0,26.46,3,3,16,8/8/2022
1049,Green,1.0,26.46,3,3,17,8/8/2022
1050,Green,1.0,30.06,3,3,17,8/8/2022
1051,Green,2.0,20.55,3,3,17,8/8/2022
1052,Green,1.0,30.35,1,1,18,8/8/2022
1053,Green,1.0,9.75,3,3,17,8/8/2022
1054,Green,1.0,11.05,3,3,20,8/8/2022
1055,Green,1.0,17.46,3,3,9,9/8/2022
1056,Green,1.0,40.06,5,3,9,9/8/2022
1057,Green,1.0,16.85,3,3,10,9/8/2022
1058,Green,2.0,7.3,1,1,10,9/8/2022
1059,Green,1.0,8.5,3,3,12,9/8/2022
1060,Green,1.0,33.35,3,1,13,9/8/2022
1061,Green,2.0,5.3,3,3,16,9/8/2022
1062,Green,2.0,8.3,3,3,7,10/8/2022
